"Full Name",Position,"20-Yard Shuttle","3-Cone Drill","40-Yard Dash","Broad Jump","Vertical Jump","Bench Press"
"Braxton Berrios",WR,4.18,6.72,4.49,110,36.0,11
"Braxton Miller",WR,4.07,6.65,4.50,123,35.0,17
"Brelan Chancellor",WR,4.16,6.83,4.56,121,41.0,15
"Brenton Bersin",WR,4.27,7.10,4.65,119,35.0,8
"Breshad Perriman",WR,-,-,4.30,127,36.5,18
"Brian Brown",WR,4.34,7.12,4.66,119,31.5,14
"Brian Hartline",WR,4.12,6.65,4.58,120,34.5,-
"Brian Quick",WR,4.23,7.10,4.55,119,34.0,15
"Brian Tyms",WR,4.14,6.86,4.53,130,39.5,19
"Brice Butler",WR,4.40,6.70,4.42,129,39.0,-
"Brisly Estime",WR,4.29,7.13,4.54,121,34.5,11
"Brittan Golden",WR,4.25,6.80,4.53,122,36.0,16
"Brody Oliver",WR,4.31,6.95,-,116,34.5,10
"Bruce Ellington",WR,3.95,6.69,4.45,120,39.5,15
"Bryant Mitchell",WR,4.19,7.08,4.75,129,37.0,4
"Bryce Bobo",WR,4.38,7.38,4.73,116,28.5,9
"Bryce Treggs",WR,4.19,7.00,4.44,122,34.0,16
"Bud Sasser",WR,4.38,6.88,4.58,120,34.5,18
"Bug Howard",WR,4.14,6.95,4.58,119,37.5,-
"Byron Pringle",WR,4.40,6.87,4.46,120,33.5,15
"C.J. Board",WR,4.06,6.67,4.47,132,38.5,9
"Caleb Holley",WR,4.31,6.78,4.67,126,38.5,7
"Caleb Scott",WR,4.35,6.58,4.51,124,37.0,13
"Calvin Johnson",WR,-,-,4.35,139,42.5,-
"Calvin Ridley",WR,4.41,6.88,4.43,110,31.0,15
"Cam Phillips",WR,4.45,7.19,4.84,113,29.5,12
"Cam Sims",WR,4.49,7.57,4.64,123,34.0,-
"Cam Worthy",WR,-,-,4.64,125,36.5,12
"Cameron Batson",WR,4.00,6.69,4.40,124,39.0,14
"Cameron Meredith",WR,4.12,6.71,4.54,127,39.0,14
"Carlos Henderson",WR,4.35,7.18,4.46,131,36.0,13
"Carlton Agudosi",WR,4.37,6.79,4.66,124,40.5,10
"Cayleb Jones",WR,4.14,6.99,4.65,112,33.5,9
"Cecil Shorts",WR,4.07,6.50,4.59,114,34.5,21
"Cedrick Wilson",WR,4.23,6.89,4.55,121,37.0,9
"Chad Beebe",WR,4.18,6.88,4.73,117,32.5,-
"Chad Hansen",WR,4.13,6.74,4.53,119,35.0,11
"Chad Williams",WR,4.15,7.06,4.45,123,38.5,26
"Chance Allen",WR,4.64,7.45,4.93,116,32.0,7
"Chandler Jones",WR,4.37,6.78,4.39,117,33.5,13
"Charles Johnson",WR,4.31,6.96,4.44,133,39.5,14
"Charone Peake",WR,4.46,6.96,4.45,122,35.5,12
"Chester Rogers",WR,4.07,6.85,4.56,120,36.0,15
"Chris Boyd",WR,-,-,4.65,116,33.5,12
"Chris Brown",WR,4.41,7.37,4.55,130,33.5,14
"Chris Conley",WR,4.30,7.06,4.35,139,45.0,18
"Chris D. Harper",WR,4.26,6.89,4.55,116,35.5,20
"Chris Fields",WR,4.26,7.03,4.63,125,34.5,14
"Chris Givens",WR,4.23,6.97,4.41,118,33.5,19
"Chris Godwin",WR,4.00,7.01,4.42,126,36.0,19
"Chris Harper",WR,4.36,7.03,4.58,120,35.0,11
"Chris Hogan",WR,4.15,6.75,4.55,126,35.5,28
"Chris Lacy",WR,4.60,7.29,4.51,120,33.5,11
"Chris Matthews",WR,4.29,6.90,4.62,118,33.5,14
"Chris Moore",WR,4.20,6.76,4.53,130,37.0,10
"Chris Owusu",WR,4.11,6.85,4.36,129,40.5,19
"Chris Summers",WR,4.48,7.37,4.62,121,31.0,-
"Chris Thompson",WR,4.25,7.00,4.53,121,34.5,6
"Chris Williams",WR,4.15,6.84,4.33,127,39.0,13
"Christian Blake",WR,4.40,6.83,4.56,126,34.5,9
"Christian Kirk",WR,4.45,7.09,4.47,115,35.5,20
"Christion Jones",WR,4.19,6.91,4.63,119,32.5,8
"Chuck Jacobs",WR,4.06,6.88,4.55,124,36.0,10
"Clyde Gates",WR,4.17,6.87,4.37,131,40.0,16
"Cobi Hamilton",WR,4.31,7.09,4.56,107,29.5,11
"Cody Core",WR,4.40,6.75,4.47,119,31.5,14
"Cody Hoffman",WR,4.20,6.89,4.65,108,27.5,13
"Cody Hollister",WR,-,-,-,-,-,24
"Cody Latimer",WR,-,-,4.44,124,39.0,23
"Cody Thompson",WR,4.03,6.87,4.57,119,38.5,19
"Colby Pearson",WR,4.35,6.94,4.55,122,33.5,12
"Cole Beasley",WR,4.40,7.16,4.54,126,38.0,17
"Colin Lockett",WR,4.13,6.83,4.51,115,32.5,13
"Cooper Kupp",WR,4.08,6.75,4.62,116,31.0,-
"Cordarrelle Patterson",WR,4.40,7.28,4.42,128,37.0,-
"Corey Brown",WR,4.22,7.16,4.51,116,33.0,13
"Corey Coleman",WR,3.95,6.75,4.42,129,40.5,17
"Corey Davis",WR,-,-,4.53,-,-,-
"Corey Fuller",WR,4.48,7.17,4.43,120,31.5,12
"Corey Smith",WR,4.23,7.28,4.76,117,35.0,-
"Corey Washington",WR,4.42,6.83,4.55,125,33.0,14
"Corey Willis",WR,4.13,6.85,4.60,123,33.0,-
"Cortrelle Simpson",WR,4.13,6.90,4.57,128,37.0,18
"Courtland Sutton",WR,4.11,6.57,4.54,124,35.5,18
"Courtney Roby",WR,3.94,6.60,4.36,126,36.5,-
"Curtis Samuel",WR,4.33,7.09,4.31,119,37.0,18
"Cyril Grayson",WR,-,-,4.38,127,-,-
"D.J. Chark",WR,-,-,4.34,129,40.0,16
"D.J. Coles",WR,4.24,7.17,4.53,123,34.0,19
"D.J. Moore",WR,4.07,6.95,4.42,132,39.5,15
"D.K. Metcalf",WR,4.50,7.38,4.33,134,40.5,27
"Da'Mari Scott",WR,4.27,6.86,4.52,116,32.5,10
"Da'Rick Rogers",WR,4.06,6.71,4.52,132,39.5,10
"Da'Ron Brown",WR,4.11,7.04,4.54,120,37.0,17
"DaMarkus Lodge",WR,4.53,7.06,4.55,119,33.5,11
"DaVaris Daniels",WR,4.32,6.81,4.62,122,37.0,13
"DaeSean Hamilton",WR,4.15,6.84,4.57,118,34.5,16
"Daikiel Shorts",WR,4.29,7.15,4.65,124,33.0,16
"Damaris Johnson",WR,4.20,6.80,4.57,113,30.0,13
"Damarr Aultman",WR,3.94,6.65,4.53,128,40.5,20
"Damian Copeland",WR,3.90,6.53,4.50,120,40.0,12
"Damian Williams",WR,4.24,6.79,4.52,118,38.0,19
"Damiere Byrd",WR,4.09,6.59,4.32,131,42.0,13
"Damion Ratley",WR,4.23,6.92,4.44,124,38.0,12
"Damion Willis",WR,4.50,7.04,4.56,110,33.5,13
"Damond Powell",WR,4.38,6.40,4.44,123,36.5,-
"Damore'ea Stringfellow",WR,4.50,7.20,4.65,130,36.0,17
"Damoun Patterson",WR,4.51,7.14,4.55,125,32.5,10
"Danario Alexander",WR,-,-,4.62,-,-,-
"Dane Sanzenbacher",WR,3.97,6.46,4.59,118,33.5,-
"Daniel Braverman",WR,4.16,6.88,4.58,112,28.5,10
"Daniel Williams",WR,4.46,7.44,4.56,121,35.0,17
"Danny Amendola",WR,4.25,6.81,4.68,103,27.5,13
"Danny Coale",WR,4.09,6.64,4.50,115,35.0,12
"Dante Pettis",WR,-,-,4.53,125,36.0,11
"Darius Davis",WR,4.41,7.28,4.60,125,37.5,17
"Darius Jennings",WR,4.29,6.95,4.52,123,37.0,-
"Darius Johnson",WR,4.53,7.29,4.60,109,32.0,6
"Darius Powe",WR,4.29,6.94,4.54,120,34.5,17
"Darius Slayton",WR,4.15,7.00,4.39,-,40.5,11
"Darren Andrews",WR,-,-,-,-,-,19
"Darren Carrington",WR,4.51,6.96,4.83,120,36.0,9
"Darreus Rogers",WR,4.54,7.22,4.94,112,26.5,8
"Darrius Heyward-Bey",WR,4.18,6.80,4.30,126,38.5,16
"Darrius Shepherd",WR,4.40,7.13,4.66,120,35.5,14
"Darryl Surgent",WR,4.28,6.87,4.60,133,39.5,8
"Darvin Kidsy",WR,-,-,4.51,127,41.5,-
"Daurice Fountain",WR,4.29,7.02,4.56,134,42.5,14
"Davante Adams",WR,4.30,6.82,4.56,123,39.5,14
"David Gettis",WR,4.41,6.94,4.43,124,34.5,15
"David Moore",WR,4.38,6.98,4.48,124,36.5,26
"David Nelson",WR,4.13,6.79,4.59,112,38.0,16
"David Reed",WR,4.38,6.95,4.56,114,37.0,15
"David Richards",WR,4.39,-,4.73,122,33.0,13
"David Sills",WR,4.28,6.97,4.57,120,37.5,14
"Davon Grayson",WR,4.40,7.14,4.51,124,34.5,19
"Davonte Allen",WR,4.44,6.81,4.62,128,39.0,15
"De'Anthony Thomas",WR,4.21,6.83,4.50,124,32.0,8
"De'Mornay Pierson-El",WR,4.28,6.98,4.62,120,37.5,14
"DeAndre Carter",WR,3.80,6.64,4.49,126,38.5,17
"DeAndre Hopkins",WR,4.50,6.83,4.57,115,36.0,15
"DeAndre Reaves",WR,4.38,7.01,4.58,117,32.0,10
"DeAndre Smelter",WR,-,-,4.57,110,32.0,-
"DeAndrew White",WR,4.18,6.97,4.44,118,34.5,13
"DeAngelo Yancey",WR,4.27,6.84,4.58,121,35.5,21
"DeMario Bennett",WR,4.52,6.93,4.53,123,35.0,-
"DeSean Jackson",WR,4.19,6.82,4.35,120,34.5,-
"DeVante Parker",WR,-,-,4.45,125,36.5,17
"DeVier Posey",WR,4.15,7.03,4.50,123,36.5,14
"Deante' Gray",WR,4.28,7.01,4.48,115,32.5,12
"Dede Westbrook",WR,4.34,7.20,4.44,120,34.5,8
"Deebo Samuel",WR,4.14,7.03,4.48,122,39.0,15
"Demarcus Ayers",WR,4.33,7.00,4.72,123,33.0,-
"Demarcus Robinson",WR,4.19,6.77,4.59,123,34.5,9
"Demaryius Thomas",WR,-,-,4.41,-,-,-
"Denarius Moore",WR,4.15,6.78,4.45,118,36.0,13
"Dennis Parks",WR,4.48,7.44,4.66,122,32.5,10
"Deon Cain",WR,4.37,6.71,4.43,115,33.5,11
"Deon Long",WR,4.27,6.98,4.51,120,34.0,12
"Deon-Tay McManus",WR,4.41,7.38,4.59,116,34.0,20
"Deondre Douglas",WR,4.53,7.42,4.61,112,36.5,19
"Deontay Burnett",WR,-,-,4.75,121,30.5,-
"Deonte Greenberry",WR,4.31,7.23,4.55,116,35.5,21
"Deonte Thompson",WR,4.40,6.96,4.36,125,36.5,20
"Deontez Alexander",WR,4.08,6.91,4.40,130,37.5,15
"Derel Walker",WR,4.36,6.82,4.70,126,37.5,12
"Derrick Johnson",WR,4.20,6.60,4.52,122,33.0,12
"Derrick Willies",WR,4.01,6.84,4.60,134,41.0,15
"Devante Davis",WR,4.12,7.25,4.57,115,35.5,16
"Devin Fuller",WR,4.07,7.03,4.44,124,36.0,-
"Devin Funchess",WR,4.48,6.98,4.60,122,38.5,17
"Devin Gray",WR,4.19,6.90,4.46,125,35.5,15
"Devin Hester",WR,4.20,6.78,4.41,124,38.0,16
"Devin Lucien",WR,4.30,6.93,4.54,117,34.5,13
"Devin Ross",WR,4.23,6.94,4.57,123,35.0,16
"Devin Smith",WR,4.15,6.83,4.42,122,39.0,10
"Devin Street",WR,4.01,6.89,4.55,124,37.0,13
"Devon Wylie",WR,4.16,6.82,4.39,123,39.0,17
"Devonte Boyd",WR,4.45,6.98,4.64,122,34.5,18
"Dez Bryant",WR,4.46,7.10,4.57,133,38.0,14
"Dezmin Lewis",WR,4.28,7.11,4.58,119,33.5,16
"Dillon Mitchell",WR,4.29,6.93,4.46,122,36.5,12
"Diontae Johnson",WR,4.45,7.09,4.53,123,33.5,15
"Diontae Spencer",WR,4.30,7.22,4.39,123,40.0,13
"Dom Williams",WR,4.28,7.04,4.45,125,40.5,11
"Domenik Hixon",WR,-,-,4.44,-,-,-
"Donnie Avery",WR,3.91,6.30,4.43,126,37.5,16
"Donte Foster",WR,4.30,6.79,4.52,130,42.0,14
"Donte Moncrief",WR,4.30,7.02,4.40,132,39.5,13
"Donteea Dye",WR,4.22,7.02,4.50,123,36.5,17
"Dontez Ford",WR,4.47,6.98,4.61,127,36.0,16
"Dontre Wilson",WR,4.10,6.96,4.63,112,33.0,-
"Dontrelle Inman",WR,4.13,6.53,4.52,118,34.0,11
"Dorial Green-Beckham",WR,4.45,6.89,4.49,119,33.5,13
"Dorren Miller",WR,-,-,4.44,-,39.0,17
"Doug Baldwin",WR,4.26,6.56,4.53,123,37.0,6
"Douglas McNeil",WR,-,-,4.67,-,-,-
"Dredrick Snelson",WR,4.39,7.27,4.60,116,30.5,10
"Dres Anderson",WR,4.22,6.83,4.58,121,37.5,13
"Drew Davis",WR,4.21,7.03,4.60,120,33.0,15
"Drew Morgan",WR,4.12,6.85,4.74,112,30.0,10
"Duke Williams",WR,4.47,7.43,4.72,121,30.0,14
"Duron Carter",WR,4.47,6.90,4.63,124,33.0,-
"Durron Neal",WR,4.46,7.22,4.59,121,32.5,13
"Dwayne Bowe",WR,4.35,6.81,4.51,125,33.0,-
"Dwayne Harris",WR,4.21,6.77,4.55,111,34.0,10
"Dwayne Stanford",WR,-,-,-,-,-,17
"Dylan Cantrell",WR,4.03,6.56,4.59,130,38.5,18
"Earl Bennett",WR,4.22,7.15,4.48,110,32.5,15
"Ed Eagan",WR,4.13,7.09,4.56,118,34.0,6
"Ed Williams",WR,-,-,4.58,121,35.0,-
"Eddie Royal",WR,4.34,7.07,4.39,124,36.0,24
"Eli Rogers",WR,4.10,6.71,4.62,117,34.5,19
"Emanuel Hall",WR,-,-,4.39,141,43.5,15
"Emmanuel Butler",WR,4.22,7.41,4.53,115,36.0,11
"Emmanuel Sanders",WR,4.10,6.64,4.41,126,39.5,12
"Emory Blake",WR,4.26,7.00,4.67,120,36.5,-
"Equanimeous St. Brown",WR,-,-,4.48,-,34.5,20
"Eric Decker",WR,-,-,4.60,-,-,15
"Eric Page",WR,3.98,6.95,4.60,112,30.0,15
"Eric Rogers",WR,4.20,7.08,4.55,121,37.0,9
"Eric Ward",WR,4.44,7.04,4.71,110,32.5,13
"Eric Weems",WR,-,-,4.57,-,-,-
"Evan Spencer",WR,4.29,7.03,4.50,124,35.0,20
"Ezell Ruffin",WR,4.58,7.35,4.68,110,27.5,17
"Felton Davis",WR,-,-,-,-,-,21
"Francis Owusu",WR,4.13,7.07,4.40,127,39.0,12
"Frank Stephens",WR,4.08,6.82,4.47,122,36.0,13
"Frankie Hammond",WR,4.21,6.57,4.49,121,33.0,14
"Fred Brown",WR,4.32,6.82,4.53,118,37.0,13
"Fred Ross",WR,4.28,6.99,4.51,113,35.0,10
"Freddie Martino",WR,4.36,6.59,4.54,115,33.5,13
"Gabe Marks",WR,4.20,7.01,4.56,117,29.5,11
"Garrett Johnson",WR,4.26,6.81,4.55,118,40.0,12
"Garry Brown",WR,4.34,6.81,4.63,126,37.0,21
"Gary Jennings",WR,4.15,7.32,4.42,127,37.0,20
"Gavin Lutman",WR,4.20,6.65,4.55,126,36.5,9
"Gehrig Dieter",WR,4.33,7.20,4.61,119,32.5,15
"Geraldo Boldewijn",WR,4.19,6.88,4.61,127,34.0,18
"Geremy Davis",WR,4.18,6.86,4.52,124,36.5,23
"Geronimo Allison",WR,4.28,7.40,4.67,127,33.0,-
"Gerrard Sheppard",WR,4.41,7.22,4.43,121,35.5,15
"Golden Tate",WR,4.34,7.12,4.42,120,35.0,17
"Grant Perry",WR,-,-,4.74,-,-,-
"Greg Dortch",WR,4.08,6.89,4.64,109,33.0,-
"Greg Hardin",WR,4.41,6.82,4.49,116,33.5,12
"Greg Jenkins",WR,4.25,7.16,4.77,113,30.0,15
"Greg Jennings",WR,4.18,6.69,4.42,117,36.5,-
"Greg Little",WR,4.21,6.80,4.53,129,40.5,27
"Greg Salas",WR,4.10,6.65,4.56,120,37.0,15
"Greg Ward",WR,4.31,6.90,4.64,115,34.5,10
"Griff Whalen",WR,4.06,6.89,4.60,110,36.5,15
"Hakeem Butler",WR,4.16,7.09,4.48,128,36.0,18
"Hakeem Nicks",WR,4.43,6.96,4.63,121,36.0,-
"Harry Douglas",WR,4.12,6.57,4.51,120,31.0,11
"Hunter Renfrow",WR,4.19,6.80,4.59,116,35.0,7
"Hunter Sharp",WR,4.19,7.12,4.58,116,32.5,12
"Isaac Whitney",WR,4.45,7.04,4.39,126,36.0,12
"Isaiah Burse",WR,3.94,6.74,4.58,115,31.0,16
"Isaiah Ford",WR,4.34,6.94,4.61,127,35.5,14
"Isaiah McKenzie",WR,4.15,6.64,4.42,123,36.0,11
"Ishmael Adams",WR,4.25,7.03,4.55,111,27.0,15
"Ishmael Zamora",WR,4.11,7.10,4.58,125,37.5,13
"Issac Blakeney",WR,4.26,6.89,4.67,129,36.5,17
"J'Mon Moore",WR,4.04,6.56,4.60,120,38.0,21
"J.J. Arcega-Whiteside",WR,4.41,7.23,4.54,118,34.0,-
"J.J. Jones",WR,4.26,6.83,4.40,128,38.0,5
"J.J. Nelson",WR,4.15,7.02,4.28,127,36.0,-
"Ja-Mes Logan",WR,4.00,6.76,4.74,115,32.0,14
"Jace Billingsley",WR,4.10,6.88,4.53,116,35.5,24
"Jace Davis",WR,4.28,6.88,4.50,118,35.0,18
"Jacoby Ford",WR,4.44,7.00,4.28,115,33.5,15
"Jacoby Jones",WR,4.31,7.03,4.50,129,34.0,-
"Jaelen Strong",WR,4.19,7.33,4.44,123,42.0,17
"Jake Kumerow",WR,4.26,6.90,4.58,113,31.0,15
"Jake Lampman",WR,4.35,6.76,4.52,122,39.0,27
"Jake Wieneke",WR,4.37,7.24,4.67,114,34.0,9
"Jakeem Grant",WR,4.03,7.03,4.42,117,36.5,15
"Jakobi Meyers",WR,4.23,7.07,4.63,118,37.0,13
"Jaleel Scott",WR,4.40,7.20,4.56,124,34.5,16
"Jalen Guyton",WR,4.09,6.90,4.44,125,37.5,13
"Jalen Hurd",WR,4.15,-,4.69,124,35.5,23
"Jalen Robinette",WR,4.46,6.77,4.62,120,31.5,13
"Jalen Saunders",WR,4.42,7.29,4.44,122,34.0,-
"Jalen Tolliver",WR,4.23,6.99,4.61,122,37.5,20
"Jalen Williams",WR,-,-,4.60,119,40.5,14
"Jalin Marshall",WR,4.13,6.80,4.60,125,37.5,16
"Jamaal Jones",WR,4.50,7.31,4.64,122,36.0,18
"Jamal Custis",WR,4.46,7.23,4.50,124,34.5,-
"Jamal Robinson",WR,4.39,6.91,4.55,118,36.5,24
"Jamari Staples",WR,4.41,-,4.51,130,36.0,-
"Jamarius Way",WR,4.66,7.44,4.63,119,32.5,16
"James Gardner",WR,4.53,7.02,4.92,122,33.5,12
"James Jones",WR,4.20,7.06,4.54,119,34.0,22
"James Quick",WR,4.39,7.00,4.60,115,31.0,11
"James Washington",WR,4.32,7.11,4.54,120,34.5,14
"James Wright",WR,4.32,7.18,4.50,128,38.5,16
"Jamison Crowder",WR,4.32,7.17,4.56,115,37.0,10
"Janarion Grant",WR,4.43,7.07,4.61,122,32.0,22
"Jared Abbrederis",WR,4.08,6.80,4.50,117,30.5,4
"Jared Dangerfield",WR,4.32,6.92,4.79,119,33.5,23
"Jared Green",WR,4.42,6.96,4.47,129,35.0,3
"Jarius Wright",WR,4.03,6.93,4.42,120,38.0,11
"Jaron Brown",WR,4.07,6.82,4.45,124,35.2,17
"Jarrett Boykin",WR,4.28,7.12,4.74,123,36.0,11
"Jarvis Landry",WR,4.59,7.56,4.65,110,28.5,12
"Jason Avant",WR,4.19,7.02,4.67,118,37.0,20
"Jasper Collins",WR,4.07,6.85,4.53,121,34.5,12
"Javon Wims",WR,-,7.00,4.53,113,33.5,-
"Javone Lawson",WR,4.47,7.38,4.73,113,32.0,7
"Javontee Herndon",WR,4.34,6.87,4.49,118,34.0,23
"Jawill Davis",WR,4.56,7.52,4.43,123,39.0,14
"Jaxon Shipley",WR,4.37,6.82,4.57,128,35.5,10
"Jay Lee",WR,4.28,6.75,4.58,119,33.5,13
"Jaydon Mickens",WR,3.93,6.62,4.59,121,35.5,15
"Jaylen Smith",WR,4.48,7.55,4.47,-,34.5,14
"Jaz Reynolds",WR,-,-,4.62,125,35.0,9
"Jazz Ferguson",WR,4.59,7.25,4.45,123,37.0,8
"Jeff Badet",WR,4.54,7.24,4.39,131,39.5,16
"Jeff Fuller",WR,4.42,7.09,4.58,120,32.0,17
"Jeff Janis",WR,3.98,6.64,4.42,123,37.5,20
"Jeff Maehl",WR,3.94,6.42,4.62,115,33.5,8
"Jehu Chesson",WR,4.09,6.70,4.47,132,35.5,10
"Jeremy Butler",WR,4.28,7.19,4.65,114,36.0,15
"Jeremy Gallon",WR,4.26,7.07,4.49,130,39.5,15
"Jeremy Johnson",WR,4.44,6.91,4.69,114,32.5,15
"Jeremy Kerley",WR,3.99,6.70,4.62,120,34.5,16
"Jeremy Maclin",WR,4.25,7.06,4.48,120,35.5,-
"Jeremy Ross",WR,4.19,7.20,4.49,115,39.0,22
"Jermaine Jones",WR,4.35,7.47,4.50,125,33.5,12
"Jermaine Kearse",WR,4.12,7.03,4.58,119,34.0,14
"Jerome Lane",WR,4.12,6.87,4.60,125,35.0,16
"Jerome Simpson",WR,4.52,7.08,4.47,136,37.5,-
"Jerrel Jernigan",WR,4.25,7.07,4.46,117,37.5,11
"Jerricho Cotchery",WR,3.92,6.95,4.54,121,36.0,-
"Jesper Horsted",WR,-,-,4.82,118,32.0,14
"Jester Weah",WR,4.41,7.24,4.43,129,38.0,15
"Jhajuan Seales",WR,4.36,7.27,4.56,123,41.5,20
"Jimmie Hunt",WR,4.46,7.00,4.60,116,31.5,12
"JoJo Natson",WR,4.19,7.20,4.51,122,34.0,16
"Joe Morgan",WR,4.25,6.91,4.44,123,35.5,10
"John Brown",WR,4.12,6.91,4.34,119,36.5,8
"John Harris",WR,4.45,6.82,4.64,118,33.5,19
"John Ross",WR,-,-,4.22,133,37.0,-
"John Ursua",WR,4.16,6.77,4.61,120,37.0,17
"Johnnie Dixon",WR,4.43,7.38,4.41,120,37.5,16
"Johnny Holton",WR,4.20,6.90,4.54,123,31.5,8
